VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,samlet_ind
22,364-2,Apoteket Gefion,7,Gefionsvej 45A,3000,"06Feb2017 0:00:00,000",,1084,217,1084,"Gefionsvej 45A, 3000 Denmark",56.039626,12.587545,2017-02-06,,2017,2025,2017,POINT (12.587545 56.039626),2017,15199790.85,5156191.7443,43.73,201792.07915
124,154-1,Espergærde Apotek,7,Nørremarken 3,3060,01.01.1992,,1084,217,1084,"Nørremarken 3, 3060 Denmark",55.996762,12.5432234,1992-01-01,,1992,2025,2008,POINT (12.5432234 55.996762),2017,15199790.85,5156191.7443,43.73,201792.07915
212,364,Helsingør Axeltorvs,6,Groskenstræde 2 A,3000,"01Jan1968 0:00:00,000",,1084,217,1084,"Groskenstræde 2 A, 3000 Denmark",56.0367464,12.6107202,1968-01-01,,1968,2025,2008,POINT (12.6107202 56.03674640000001,2017,15199790.85,5156191.7443,43.73,201792.07915
213,238,Helsingør Stengades,6,Stengade 46,3000,"01Jan1912 0:00:00,000",,1084,217,1084,"Stengade 46, 3000 Denmark",56.03519,12.6142515,1912-01-01,,1912,2025,2008,POINT (12.6142515 56.03519),2017,15199790.85,5156191.7443,43.73,201792.07915
242,113-1,Hornbæk Apotek,7,Sauntevej 2,3100,01.01.1992,,1084,217,1084,"Sauntevej 2, 3100 Denmark",56.0806998,12.4792214,1992-01-01,,1992,2025,2008,POINT (12.4792214 56.0806998),2017,15199790.85,5156191.7443,43.73,201792.07915
468,238-1,Prøvestens Apotek,7,Birkedalsvej 7-9,3000,"01Sep2015 0:00:00,000",,1084,217,1084,"Birkedalsvej 7-9, 3000 Denmark",56.0208076,12.5691907,2015-09-01,,2015,2025,2015,POINT (12.5691907 56.0208076),2017,15199790.85,5156191.7443,43.73,201792.07915
711,364-1,Ålsgårde Apotek,7,Ålsgårdecentret,3140,"01Jul2015 0:00:00,000",,1084,217,1084,"Ålsgårdecentret, 3140 Denmark",56.075299,12.5401626,2015-07-01,,2015,2025,2015,POINT (12.5401626 56.075299),2017,15199790.85,5156191.7443,43.73,201792.07915
221,044,Hillerød Frederiksbo,6,Slotsgade 26,3400,01-01-1792 00:00,,1084,219,1084,"Slotsgade 26, 3400 Denmark",55.930404,12.299802,1792-01-01,,1792,2025,2008,POINT (12.299802 55.930404),2017,22792617.9,7724737.39,40.72,221481.83284
222,367,Hillerød Krone Apote,6,Helsingørsgade 10,3400,"01Jan1998 0:00:00,000",,1084,219,1084,"Helsingørsgade 10, 3400 Denmark",55.9303626,12.3050612,1998-01-01,,1998,2025,2008,POINT (12.3050612 55.9303626),2017,22792617.9,7724737.39,40.72,221481.83284
624,367-1,Ullerød Apotek,7,Frederiksværksgade 115,3400,"31Oct2016 0:00:00,000",,1084,219,1084,"Frederiksværksgade 115, 3400 Denmark",55.9359546,12.2922046,2016-10-31,,2016,2025,2016,POINT (12.2922046 55.9359546),2017,22792617.9,7724737.39,40.72,221481.83284
273,079,Hørsholm Apotek,6,Hørsholm Midtpunkt 78,2970,01-01-1840 00:00,,1084,223,1084,"Hørsholm Midtpunkt 78, 2970 Denmark",55.882527,12.49756,1840-01-01,,1840,2025,2008,POINT (12.49756 55.882527),2017,13606273.75,4613331.83,45.37,294887.01117
316,079-3,Kongevejens Apotek,7,Usserød Kongevej 65 B,2970,"09Nov2015 0:00:00,000",,1084,223,1084,"Usserød Kongevej 65 B, 2970 Denmark",55.8966622,12.4883435,2015-11-09,,2015,2025,2015,POINT (12.4883435 55.89666219999999,2017,13606273.75,4613331.83,45.37,294887.01117
487,079-4,Rungsted Apotek,7,Rungsted Bytorv,2960,"14Jan2016 0:00:00,000",,1084,223,1084,"Rungsted Bytorv, 2960 Denmark",55.8826574,12.5293171,2016-01-14,,2016,2025,2016,POINT (12.5293171 55.8826574),2017,13606273.75,4613331.83,45.37,294887.01117
70,346,Birkerød Apotek,6,Teglporten 27,3460,"01Jan1938 0:00:00,000",,1084,230,1084,"Teglporten 27, 3460 Denmark",55.838563,12.431699,1938-01-01,,1938,2025,2008,POINT (12.431699 55.838563),2017,28693226.65,9613950.06,42.93,304595.67053
241,283,Holte Apotek,6,"Holte Midtpunkt 20, 1. sal",2840,"01Jan1919 0:00:00,000",,1084,230,1084,"Holte Midtpunkt 20, 1. sal, 2840 Denmark",55.811887,12.471571,1919-01-01,,1919,2025,2008,POINT (12.471571 55.811887),2017,28693226.65,9613950.06,42.93,304595.67053
433,138,Nærum Apotek,6,Nærum Vænge Torv 35,2850,01-01-1873 00:00,,1084,230,1084,"Nærum Vænge Torv 35, 2850 Denmark",55.816,12.5385,1873-01-01,,1873,2025,2008,POINT (12.5385 55.816),2017,28693226.65,9613950.06,42.93,304595.67053
542,225-4,Smørum Apotek,7,Flodvej 75 M,2765,"05Sep2016 0:00:00,000",,1084,240,1084,"Flodvej 75 M, 2765 Denmark",55.7321773,12.3089435,2016-09-05,,2016,2025,2016,POINT (12.3089435 55.73217729999999,2017,,,40.59,230929.20587
554,369,Stenløse Apotek,13,Egedal Centret 2,3660,"01Jun2004 0:00:00,000",,1084,240,1084,"Egedal Centret 2, 3660 Denmark",55.76822,12.194889,2004-06-01,,2004,2025,2008,POINT (12.194889 55.76821999999999),2017,,,40.59,230929.20587
153,068,Frederikssund Apotek,6,"Nygade 1, 1. sal 18",3600,01-01-1815 00:00,,1084,250,1084,"Nygade 1, 1. sal 18, 3600 Denmark",55.836515,12.06505,1815-01-01,,1815,2025,2008,POINT (12.06505 55.83651500000001),2017,25748211.1,8684373.75,43.53,200609.76643
523,130,Skibby Apotek,6,Hovedgaden 40,4050,01-01-1876 00:00,,1084,250,1084,"Hovedgaden 40, 4050 Denmark",55.751455,11.959362,1876-01-01,,1876,2025,2008,POINT (11.959362 55.75145500000001),2017,25748211.1,8684373.75,43.53,200609.76643
537,068-1,Slangerup Apotek,7,Kongensgade 16,3550,"04Jan2016 0:00:00,000",,1084,250,1084,"Kongensgade 16, 3550 Denmark",55.846115,12.171946,2016-01-04,,2016,2025,2016,POINT (12.171946 55.846115),2017,25748211.1,8684373.75,43.53,200609.76643
7,411,Apopro Online Apotek,6,Ventrupvej 27,2670,"15Jun2017 0:00:00,000",,1085,253,1085,"Ventrupvej 27, 2670 Denmark",55.593029,12.264779,2017-06-15,,2017,2025,2017,POINT (12.264779 55.593029),2017,15989595.81,5435811.36,41.82,212052.84654
173,370,Greve Apotek,6,Greve Midtby Center 14 B,2670,"27Jun2005 0:00:00,000",,1085,253,1085,"Greve Midtby Center 14 B, 2670 Denmark",55.5822503,12.2952687,2005-06-27,,2005,2025,2008,POINT (12.2952687 55.58225030000001,2017,15989595.81,5435811.36,41.82,212052.84654
256,365,Hundige Apotek,6,Over Bølgen 19H,2670,"01Jan1976 0:00:00,000",,1085,253,1085,"Over Bølgen 19H, 2670 Denmark",55.5970596,12.3268903,1976-01-01,,1976,2025,2008,POINT (12.3268903 55.5970596),2017,15989595.81,5435811.36,41.82,212052.84654
466,365-2,Plusapoteket Waves,7,"Over Bølgen 3 D, Waves",2670,"29Oct2015 0:00:00,000",,1085,253,1085,"Over Bølgen 3 D, Waves, 2670 Denmark",55.5833,12.3,2015-10-29,,2015,2025,2015,POINT (12.3 55.5833),2017,15989595.81,5435811.36,41.82,212052.84654
607,370-2,Tune Apotek,7,Tune Center 3B,4030,"01Dec2015 0:00:00,000",,1085,253,1085,"Tune Center 3B, 4030 Denmark",55.595661,12.176066,2015-12-01,,2015,2025,2015,POINT (12.176066 55.595661),2017,15989595.81,5435811.36,41.82,212052.84654
75,180,Borup Apotek,6,Hovedgaden 15,4140,01-01-1899 00:00,,1085,259,1085,"Hovedgaden 15, 4140 Denmark",55.494647,11.97249,1899-01-01,,1899,2025,2008,POINT (11.97249 55.494647),2017,18519301.17,6362761.884,41.29,200151.10906
214,368-2,Herfølge Apotek,7,Vordingborgvej 106,4681,"01Feb2017 0:00:00,000",,1085,259,1085,"Vordingborgvej 106, 4681 Denmark",55.4283912,12.1531988,2017-02-01,,2017,2025,2017,POINT (12.1531988 55.4283912),2017,18519301.17,6362761.884,41.29,200151.10906
355,368,Køge Boholte Apotek,6,Marksvinget 31,4600,"01Jan1999 0:00:00,000",,1085,259,1085,"Marksvinget 31, 4600 Denmark",55.4481913,12.1602655,1999-01-01,,1999,2025,2008,POINT (12.1602655 55.4481913),2017,18519301.17,6362761.884,41.29,200151.10906
357,014,Køge Torvets Apotek,6,Brogade 1,4600,19.11.1979,,1085,259,1085,"Brogade 1, 4600 Denmark",55.4546886,12.1815115,1979-11-19,,1979,2025,2008,POINT (12.1815115 55.4546886),2017,18519301.17,6362761.884,41.29,200151.10906
680,368-1,Ølby Apotek,7,Ølby Center 25,4600,01.01.1992,,1085,259,1085,"Ølby Center 25, 4600 Denmark",55.458,12.1821,1992-01-01,,1992,2025,2008,POINT (12.1821 55.458),2017,18519301.17,6362761.884,41.29,200151.10906
154,080,Frederiksværk Apotek,6,Nørregade 4,3300,11-12-1857 00:00,,1084,260,1084,"Nørregade 4, 3300 Denmark",55.973217,12.021654,1857-11-12,,1857,2025,2008,POINT (12.021654 55.97321700000001),2017,,,44.99,182301.29395
254,415,Hundested Apotek,6,Nørregade 54,3390,01.01.1992,,1084,260,1084,"Nørregade 54, 3390 Denmark",55.9572481,11.8536231,1992-01-01,2019-12-31,1992,2019,2008,POINT (11.8536231 55.9572481),2017,,,44.99,182301.29395
34,170-3,Apoteket ROs Torv,7,ROs Torv 210,4000,"28Aug2015 0:00:00,000",,1085,265,1085,"ROs Torv 210, 4000 Denmark",55.6415,12.0803,2015-08-28,,2015,2025,2015,POINT (12.0803 55.6415),2017,17546385.321,5971001.8414,40.96,221386.9301
264,017-1,Hyrdehøj Apotek,7,Hyrdehøj Alle 5,4000,"10Nov2015 0:00:00,000",,1085,265,1085,"Hyrdehøj Alle 5, 4000 Denmark",55.634643,12.053027,2015-11-10,,2015,2025,2015,POINT (12.053027 55.634643),2017,17546385.321,5971001.8414,40.96,221386.9301
292,170-1,Jyllinge Apotek,7,Jyllinge Center 31,4040,"01Dec2001 0:00:00,000",,1085,265,1085,"Jyllinge Center 31, 4040 Denmark",55.7535209,12.1086079,2001-12-01,,2001,2025,2008,POINT (12.1086079 55.75352090000001,2017,17546385.321,5971001.8414,40.96,221386.9301
480,252-4,Roskilde Apotek - Sta,7,Stationscentret 12,4000,"19Oct2016 0:00:00,000",01-APR-2019,1085,265,1085,"Stationscentret 12, 4000 Denmark",55.637613,12.083644,2016-10-19,2019-04-01,2016,2019,2016,POINT (12.083644 55.637613),2017,17546385.321,5971001.8414,40.96,221386.9301
481,017,Roskilde Dom Apotek,6,Algade 51,4000,01-01-1753 00:00,,1085,265,1085,"Algade 51, 4000 Denmark",55.640674,12.089246,1753-01-01,,1753,2025,2008,POINT (12.089246 55.640674),2017,17546385.321,5971001.8414,40.96,221386.9301
483,170,Roskilde Svane Apotek,6,Skomagergade 19,4000,01-01-1898 00:00,,1085,265,1085,"Skomagergade 19, 4000 Denmark",55.640778,12.077801,1898-01-01,,1898,2025,2008,POINT (12.077801 55.640778),2017,17546385.321,5971001.8414,40.96,221386.9301
606,170-2,Trekroner Løve Apote,7,Trekroner Centervej 59-61,4000,"01Jul2015 0:00:00,000",,1085,265,1085,"Trekroner Centervej 59-61, 4000 Denmark",55.6480504,12.1232832,2015-07-01,,2015,2025,2015,POINT (12.1232832 55.6480504),2017,17546385.321,5971001.8414,40.96,221386.9301
203,370-1,Havdrup Apotek,7,Møllemarken 8,4622,"27Jun2005 0:00:00,000",,1085,269,1085,"Møllemarken 8, 4622 Denmark",55.543764,12.115263,2005-06-27,,2005,2025,2008,POINT (12.115263 55.543764),2017,,,40.84,232148.74842
546,014-1,Solrød Apotek,7,Solrød Center 78,2680,01.01.1992,,1085,269,1085,"Solrød Center 78, 2680 Denmark",55.533005,12.21967,1992-01-01,,1992,2025,2008,POINT (12.21967 55.533005),2017,,,40.84,232148.74842
161,113,Gilleleje Apotek,6,Vesterbrogade 6 B,3250,01-01-1869 00:00,,1084,270,1084,"Vesterbrogade 6 B, 3250 Denmark",56.1256179,12.3056349,1869-01-01,,1869,2025,2008,POINT (12.3056349 56.1256179),2017,23090629,7864937.5,45.43,195029.0233
211,191,Helsinge Apotek,6,Østergade 35,3200,"01Jan1901 0:00:00,000",,1084,270,1084,"Østergade 35, 3200 Denmark",56.0239977,12.2077328,1901-01-01,,1901,2025,2008,POINT (12.2077328 56.02399770000001,2017,23090629,7864937.5,45.43,195029.0233
503,191-1,Rådhusapoteket Helsi,7,Frederiksborgvej 20,3200,"26Oct2015 0:00:00,000",,1084,270,1084,"Frederiksborgvej 20, 3200 Denmark",56.019687,12.200267,2015-10-26,,2015,2025,2015,POINT (12.200267 56.019687),2017,23090629,7864937.5,45.43,195029.0233
47,216,Asnæs Apotek,6,Asnæs Centret 7,4550,"01Jan1905 0:00:00,000",,1085,306,1085,"Asnæs Centret 7, 4550 Denmark",55.811989,11.500561,1905-01-01,,1905,2025,2008,POINT (11.500561 55.811989),2017,,,47.49,155987.94534
429,062,Nykøbing Apotek,6,Algade 20,4500,01-01-1809 00:00,,1085,306,1085,"Algade 20, 4500 Denmark",55.922181,11.668122,1809-01-01,,1809,2025,2008,POINT (11.668122 55.92218100000001),2017,,,47.49,155987.94534
235,026,Holbæk Elefant Apote,13,Ahlgade 32,4300,01-01-1753 00:00,,1085,316,1085,"Ahlgade 32, 4300 Denmark",55.71768,11.711049,1753-01-01,,1753,2025,2008,POINT (11.711049 55.71768),2017,30578268.263,10371482.212,42.01,190766.17254
236,239,Holbæk Løve Apotek,6,Labæk 4-6,4300,"01Jan1913 0:00:00,000",,1085,316,1085,"Labæk 4-6, 4300 Denmark",55.716936,11.7184847,1913-01-01,,1913,2025,2008,POINT (11.7184847 55.716936),2017,30578268.263,10371482.212,42.01,190766.17254
291,116,Jyderup Apotek,6,Sølystvej 1,4450,01-01-1870 00:00,,1085,316,1085,"Sølystvej 1, 4450 Denmark",55.660084,11.395909,1870-01-01,,1870,2025,2008,POINT (11.395909 55.660084),2017,30578268.263,10371482.212,42.01,190766.17254
609,119-1,Tølløse Apotek,7,Vestergade 70,4340,"27Mar2017 0:00:00,000",,1085,316,1085,"Vestergade 70, 4340 Denmark",55.6122248,11.7636274,2017-03-27,,2017,2025,2017,POINT (11.7636274 55.6122248),2017,30578268.263,10371482.212,42.01,190766.17254
125,206,Fakse Apotek,6,Rønnedevej 15,4640,01-01-1892 00:00,,1085,320,1085,"Rønnedevej 15, 4640 Denmark",55.255616,12.116181,1892-01-01,,1892,2025,2008,POINT (12.116181 55.255616),2017,20559787.55,7050087.17,43.26,185580.07208
199,100,Haslev Apotek,6,Jernbanegade 11,4690,01-01-1856 00:00,,1085,320,1085,"Jernbanegade 11, 4690 Denmark",55.328899,11.963527,1856-01-01,,1856,2025,2008,POINT (11.963527 55.328899),2017,20559787.55,7050087.17,43.26,185580.07208
296,067-1,Karise Apotek,7,Syrenvænget 20,4653,"01Jul2010 0:00:00,000",,1085,320,1085,"Syrenvænget 20, 4653 Denmark",55.303771,12.199332,2010-07-01,,2010,2025,2010,POINT (12.199332 55.303771),2017,20559787.55,7050087.17,43.26,185580.07208
183,254-1,Gørlev Apotek,7,Algade 29,4281,01.01.1991,,1085,326,1085,"Algade 29, 4281 Denmark",55.539444,11.226409,1991-01-01,,1991,2025,2008,POINT (11.226409 55.539444),2017,29869351.25,10091142.16,43.85,175230.63123
270,254,Høng Apotek,6,Centervej 35,4270,"01Jan1907 0:00:00,000",,1085,326,1085,"Centervej 35, 4270 Denmark",55.504303,11.288948,1907-01-01,,1907,2025,2008,POINT (11.288948 55.504303),2017,29869351.25,10091142.16,43.85,175230.63123
295,023,Kalundborg Svane Apot,6,Elmegade 15,4400,01-01-1753 00:00,,1085,326,1085,"Elmegade 15, 4400 Denmark",55.678817,11.097264,1753-01-01,,1753,2025,2008,POINT (11.097264 55.678817),2017,29869351.25,10091142.16,43.85,175230.63123
306,077-1,Klosterparkens Apotek,7,Klosterparks Allé 10,4100,"01Sep2015 0:00:00,000",,1085,329,1085,"Klosterparks Allé 10, 4100 Denmark",55.453512,11.788069,2015-09-01,,2015,2025,2015,POINT (11.788069 55.453512),2017,,,40.77,196634.08059
478,077,Ringsted Apotek,6,Sct. Hansgade 23,4100,01-01-1808 00:00,,1085,329,1085,"Sct. Hansgade 23, 4100 Denmark",55.4426,11.7901,1808-01-01,,1808,2025,2008,POINT (11.7901 55.4426),2017,,,40.77,196634.08059
318,043,Korsør Apotek,6,Algade 49,4220,01-01-1761 00:00,,1085,330,1085,"Algade 49, 4220 Denmark",55.3278702,11.1399915,1761-01-01,,1761,2025,2008,POINT (11.1399915 55.32787020000001,2017,26085082.02,8921505.144,42.28,172778.4333
530,058,Skælskør Apotek,6,Algade 21,4230,01-01-1805 00:00,,1085,330,1085,"Algade 21, 4230 Denmark",55.253746,11.294236,1805-01-01,,1805,2025,2008,POINT (11.294236 55.253746),2017,26085082.02,8921505.144,42.28,172778.4333
534,012-2,Slagelse Løve Apotek,7,"Vestsjællandscenteret 10A, Butik",4200,"14Oct2016 0:00:00,000",,1085,330,1085,"Vestsjællandscenteret 10A, Butik 26, 4200 Denm",55.4028,11.3546,2016-10-14,,2016,2025,2016,POINT (11.3546 55.4028),2017,26085082.02,8921505.144,42.28,172778.4333
535,169,Slagelse Rådhusapote,6,Smedegade 8,4200,01-01-1897 00:00,,1085,330,1085,"Smedegade 8, 4200 Denmark",55.4058687,11.3606258,1897-01-01,,1897,2025,2008,POINT (11.3606258 55.40586870000001,2017,26085082.02,8921505.144,42.28,172778.4333
536,022,Slagelse Svane Apotek,6,"Jernbanegade 7, st. 4",4200,01-01-1753 00:00,,1085,330,1085,"Jernbanegade 7, st. 4, 4200 Denmark",55.4028,11.3546,1753-01-01,,1753,2025,2008,POINT (11.3546 55.4028),2017,26085082.02,8921505.144,42.28,172778.4333
556,067,Stevns Apotek,6,Nytorv 5,4660,01-01-1815 00:00,,1085,336,1085,"Nytorv 5, 4660 Denmark",55.309773,12.387836,1815-01-01,,1815,2025,2008,POINT (12.387836 55.309773),2017,,,44.73,189203.3229
567,067-2,Strøby Egede Apotek,7,Kystvejen 3B,4600,"09Nov2015 0:00:00,000",23-OCT-2019,1085,336,1085,"Kystvejen 3B, 4600 Denmark",55.416622,12.243561,2015-11-09,2019-10-23,2015,2019,2015,POINT (12.243561 55.416622),2017,,,44.73,189203.3229
105,207-1,Dianalund Apotek,7,Torvet 5,4293,01.11.2008,,1085,340,1085,"Torvet 5, 4293 Denmark",55.526943,11.49729,2008-01-11,,2008,2025,2008,POINT (11.49729 55.526943),2017,16329026.9,5575482.26,42.69,190724.70821
551,007,Sorø Apotek,6,Storgade 19 A,4180,01-01-1753 00:00,,1085,340,1085,"Storgade 19 A, 4180 Denmark",55.4312798,11.5558778,1753-01-01,,1753,2025,2008,POINT (11.5558778 55.4312798),2017,16329026.9,5575482.26,42.69,190724.70821
553,207,Stenlille Apotek,6,Hovedgaden 48,4295,"01Jan1903 0:00:00,000",,1085,340,1085,"Hovedgaden 48, 4295 Denmark",55.540055,11.590952,1903-01-01,,1903,2025,2008,POINT (11.590952 55.540055),2017,16329026.9,5575482.26,42.69,190724.70821
259,119,Hvalsø Apotek,6,Roskildevej 4,4330,01-01-1871 00:00,,1085,350,1085,"Roskildevej 4, 4330 Denmark",55.589584,11.863888,1871-01-01,,1871,2025,2008,POINT (11.863888 55.589584),2017,,,42.76,215848.00088
24,013-1,Apoteket Havnegade,7,Havnegade 69,4900,"01Dec2015 0:00:00,000",,1085,360,1085,"Havnegade 69, 4900 Denmark",54.828859,11.137333,2015-12-01,,2015,2025,2015,POINT (11.137333 54.82885899999999),2017,16211765.16,5650846.218,47.36,141987.65164
388,018-3,Løve Apotek Maribo,7,Lollands Centret 36,4930,"04Aug2017 0:00:00,000",,1085,360,1085,"Lollands Centret 36, 4930 Denmark",54.773977,11.50583,2017-08-04,,2017,2025,2017,POINT (11.50583 54.773977),2017,16211765.16,5650846.218,47.36,141987.65164
400,025,Maribo Apotek,6,Vestergade 1,4930,01-01-1753 00:00,,1085,360,1085,"Vestergade 1, 4930 Denmark",54.774378,11.500548,1753-01-01,,1753,2025,2008,POINT (11.500548 54.77437800000001),2017,16211765.16,5650846.218,47.36,141987.65164
413,013,Nakskov Løve Apotek,6,Nygade 17-19,4900,01-01-1753 00:00,,1085,360,1085,"Nygade 17-19, 4900 Denmark",54.830791,11.1401569,1753-01-01,,1753,2025,2008,POINT (11.1401569 54.830791),2017,16211765.16,5650846.218,47.36,141987.65164
493,081,Rødby Løve Apotek,13,Østergade 51,4970,01-01-1819 00:00,,1085,360,1085,"Østergade 51, 4970 Denmark",54.695624,11.393973,1819-01-01,,1819,2025,2008,POINT (11.393973 54.695624),2017,16211765.16,5650846.218,47.36,141987.65164
157,137-1,Fuglebjerg Apotek,7,Byagervej 6 A,4250,"01Aug2007 0:00:00,000",,1085,370,1085,"Byagervej 6 A, 4250 Denmark",55.3016809,11.5476596,2007-08-01,,2007,2025,2008,POINT (11.5476596 55.3016809),2017,21725836.75,7482447.565,42.23,181576.76685
168,137,Glumsø Apotek,13,Østergade 8,4171,01-01-1883 00:00,,1085,370,1085,"Østergade 8, 4171 Denmark",55.352931,11.692252,1883-01-01,,1883,2025,2008,POINT (11.692252 55.35293100000001),2017,21725836.75,7482447.565,42.23,181576.76685
437,012,Næstved Løve Apotek,6,"Apotekergaarden, Axeltorv 12",4700,01-01-1753 00:00,,1085,370,1085,"Apotekergaarden, Axeltorv 12, 4700 Denmark",55.2299,11.7609,1753-01-01,,1753,2025,2008,POINT (11.7609 55.2299),2017,21725836.75,7482447.565,42.23,181576.76685
438,188-1,Næstved Sct. Jørgen,7,Sct. Jørgens Park 34,4700,01.01.1991,,1085,370,1085,"Sct. Jørgens Park 34, 4700 Denmark",55.2158,11.757241,1991-01-01,,1991,2025,2008,POINT (11.757241 55.2158),2017,21725836.75,7482447.565,42.23,181576.76685
439,012-1,Næstved Storcenter A,7,Næstved Storcenter nr. 3 butik 4,4700,"01Nov2015 0:00:00,000",,1085,370,1085,"Næstved Storcenter nr. 3 butik 45, 4700 Denmar",55.2299,11.7609,2015-11-01,,2015,2025,2015,POINT (11.7609 55.2299),2017,21725836.75,7482447.565,42.23,181576.76685
441,188,Næstved Svane Apotek,6,Torvestræde 8,4700,"01Jan1900 0:00:00,000",,1085,370,1085,"Torvestræde 8, 4700 Denmark",55.230064,11.760045,1900-01-01,,1900,2025,2008,POINT (11.760045 55.230064),2017,21725836.75,7482447.565,42.23,181576.76685
389,018,Løve Apotek Nykøbin,6,Langgade 5,4800,01-01-1753 00:00,,1085,376,1085,"Langgade 5, 4800 Denmark",54.76734,11.867126,1753-01-01,,1753,2025,2008,POINT (11.867126 54.76734),2017,14689167.986,5115305.5371,45.43,155306.4679
390,018-1,Løve Apotek Nysted,7,Adelgade 13,4880,"01Jul2013 0:00:00,000",,1085,376,1085,"Adelgade 13, 4880 Denmark",54.668997,11.728762,2013-07-01,,2013,2025,2013,POINT (11.728762 54.668997),2017,14689167.986,5115305.5371,45.43,155306.4679
391,018-2,Løve Apotek Østerbr,7,Vendsysselvej 5 B,4800,"16Nov2015 0:00:00,000",,1085,376,1085,"Vendsysselvej 5 B, 4800 Denmark",54.7544899,11.8895495,2015-11-16,,2015,2025,2015,POINT (11.8895495 54.7544899),2017,14689167.986,5115305.5371,45.43,155306.4679
430,136,Nykøbing F. Svane Ap,6,Slotsbryggen 1-3,4800,01-01-1882 00:00,,1085,376,1085,"Slotsbryggen 1-3, 4800 Denmark",54.7717368,11.8639389,1882-01-01,,1882,2025,2008,POINT (11.8639389 54.7717368),2017,14689167.986,5115305.5371,45.43,155306.4679
442,195,Nørre Alslev Apotek,6,Apotekergade 1,4840,"01Jan1902 0:00:00,000",,1085,376,1085,"Apotekergade 1, 4840 Denmark",54.898671,11.879174,1902-01-01,,1902,2025,2008,POINT (11.879174 54.89867099999999),2017,14689167.986,5115305.5371,45.43,155306.4679
505,013-2,Sakskøbing Løve Apo,7,Søndergade 11,4990,"15Sep2017 0:00:00,000",,1085,376,1085,"Søndergade 11, 4990 Denmark",54.798709,11.6368,2017-09-15,,2017,2025,2017,POINT (11.6368 54.798709),2017,14689167.986,5115305.5371,45.43,155306.4679
571,195-1,Stubbekøbing Apotek,7,Torvet 2,4850,"01Jan2006 0:00:00,000",,1085,376,1085,"Torvet 2, 4850 Denmark",54.890308,12.043139,2006-01-01,,2006,2025,2008,POINT (12.043139 54.890308),2017,14689167.986,5115305.5371,45.43,155306.4679
370,032-1,Lundby Apotek,7,Lundby Hovedgade 90,4750,01.10.2016,,1085,390,1085,"Lundby Hovedgade 90, 4750 Denmark",55.109002,11.876402,2016-01-10,,2016,2025,2016,POINT (11.876402 55.109002),2017,16112665.89,5582470.92,45.47,159958.77328
467,086,Præstø Apotek,6,Svend Gønges Torv 12,4720,01-01-1816 00:00,,1085,390,1085,"Svend Gønges Torv 12, 4720 Denmark",55.121942,12.040149,1816-01-01,,1816,2025,2008,POINT (12.040149 55.121942),2017,16112665.89,5582470.92,45.47,159958.77328
552,028,Stege Apotek,6,Storegade 6,4780,01-01-1753 00:00,,1085,390,1085,"Storegade 6, 4780 Denmark",54.983005,12.283544,1753-01-01,,1753,2025,2008,POINT (12.283544 54.98300500000001),2017,16112665.89,5582470.92,45.47,159958.77328
629,195-2,Valdemarsgade Apotek,7,Valdemarsgade 69,4760,"15Feb2016 0:00:00,000",,1085,390,1085,"Valdemarsgade 69, 4760 Denmark",55.010835,11.912671,2016-02-15,,2016,2025,2016,POINT (11.912671 55.010835),2017,16112665.89,5582470.92,45.47,159958.77328
673,032,Vordingborg Apotek,13,Voldgade 20,4760,01-01-1753 00:00,,1085,390,1085,"Voldgade 20, 4760 Denmark",55.00956,11.909083,1753-01-01,,1753,2025,2008,POINT (11.909083 55.00956),2017,16112665.89,5582470.92,45.47,159958.77328
3,082-1,Allinge Apotek,7,Kirkegade 13,3770,"01May2016 0:00:00,000",,1084,400,1084,"Kirkegade 13, 3770 Denmark",55.277123,14.802304,2016-05-01,,2016,2025,2016,POINT (14.802304 55.277123),2017,23519211.8,8136699.14,47.38,152320.68594
416,082,Nexø Apotek,6,Strandgade 7,3730,01-01-1830 00:00,,1084,400,1084,"Strandgade 7, 3730 Denmark",55.063241,15.133632,1830-01-01,,1830,2025,2008,POINT (15.133632 55.063241),2017,23519211.8,8136699.14,47.38,152320.68594
502,042,Rønne Apotek,6,Store Torvegade 12,3700,01-01-1760 00:00,,1084,400,1084,"Store Torvegade 12, 3700 Denmark",55.103619,14.6995,1760-01-01,,1760,2025,2008,POINT (14.6995 55.10361899999999),2017,23519211.8,8136699.14,47.38,152320.68594
116,189,Ejby Apotek,6,Algade 4,5592,"01Jan1901 0:00:00,000",,1083,410,1083,"Algade 4, 5592 Denmark",55.429067,9.928937,1901-01-01,,1901,2025,2008,POINT (9.928936999999999 55.429067),2017,15418337.138,5275434.8325,43.34,191867.42771
405,047,Middelfart Apotek,6,Jernbanegade 2C,5500,01-01-1799 00:00,,1083,410,1083,"Jernbanegade 2C, 5500 Denmark",55.50412,9.734367,1799-01-01,,1799,2025,2008,POINT (9.734367000000001 55.5041199,2017,15418337.138,5275434.8325,43.34,191867.42771
