VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,samlet_ind
434,177-1,Næsby Apotek,7,Bogensevej 49,5270,"01Oct2016 0:00:00,000",,1083,461,1083,"Bogensevej 49, 5270 Denmark",55.418505,10.359541,2016-10-01,,2016,2025,2016,POINT (10.359541 55.418505),2016,21735455.065,7686735.0485,38.89,165511.96722
448,177,Odense Albani Apotek,6,Albanigade 54 F,5000,01-01-1899 00:00,,1083,461,1083,"Albanigade 54 F, 5000 Denmark",55.3923896,10.3971025,1899-01-01,,1899,2025,2008,POINT (10.3971025 55.39238960000001,2016,21735455.065,7686735.0485,38.89,165511.96722
449,282,Odense Apoteket Ørne,6,Vestergade 80,5000,"01Jan1919 0:00:00,000",,1083,461,1083,"Vestergade 80, 5000 Denmark",55.394452,10.382394,1919-01-01,,1919,2025,2008,POINT (10.382394 55.394452),2016,21735455.065,7686735.0485,38.89,165511.96722
450,123,Odense Bellinge Apote,6,Elmegårdsvej 2,5250,01-01-1871 00:00,,1083,461,1083,"Elmegårdsvej 2, 5250 Denmark",55.336904,10.315616,1871-01-01,,1871,2025,2008,POINT (10.315616 55.336904),2016,21735455.065,7686735.0485,38.89,165511.96722
451,357,Odense Bolbro Apotek,13,Middelfartvej 129,5200,"01Jan1960 0:00:00,000",,1083,461,1083,"Middelfartvej 129, 5200 Denmark",55.394098,10.347762,1960-01-01,,1960,2025,2008,POINT (10.347762 55.394098),2016,21735455.065,7686735.0485,38.89,165511.96722
452,345,Odense Dalum Apotek,6,Dalumvej 34,5250,"01Jan1938 0:00:00,000",,1083,461,1083,"Dalumvej 34, 5250 Denmark",55.372132,10.370652,1938-01-01,,1938,2025,2008,POINT (10.370652 55.37213199999999),2016,21735455.065,7686735.0485,38.89,165511.96722
453,151-1,Odense Rosengården A,7,Ørbækvej 75,5220,01.01.1996,,1083,461,1083,"Ørbækvej 75, 5220 Denmark",55.382488,10.428085,1996-01-01,,1996,2025,2008,POINT (10.428085 55.382488),2016,21735455.065,7686735.0485,38.89,165511.96722
454,198,Odense Sct. Hans Apot,6,Skibhusvej 66,5000,"01Jan1902 0:00:00,000",,1083,461,1083,"Skibhusvej 66, 5000 Denmark",55.406309,10.392826,1902-01-01,,1902,2025,2008,POINT (10.392826 55.406309),2016,21735455.065,7686735.0485,38.89,165511.96722
455,151,Odense Sct. Knuds Apo,6,Kongensgade 51,5000,01-01-1889 00:00,,1083,461,1083,"Kongensgade 51, 5000 Denmark",55.397363,10.380987,1889-01-01,,1889,2025,2008,POINT (10.380987 55.397363),2016,21735455.065,7686735.0485,38.89,165511.96722
456,198-1,Odense Vollsmose Apot,7,"Vollsmose Allé 10, Center Øst",5240,01.01.1992,,1083,461,1083,"Vollsmose Allé 10, Center Øst, 5240 Denmark",55.3902,10.5201,1992-01-01,,1992,2025,2008,POINT (10.5201 55.3902),2016,21735455.065,7686735.0485,38.89,165511.96722
591,357-1,Tarup Apotek,7,Rugvang 36-40,5210,01.09.2016,,1083,461,1083,"Rugvang 36-40, 5210 Denmark",55.4104024,10.3411862,2016-01-09,,2016,2025,2016,POINT (10.3411862 55.4104024),2016,21735455.065,7686735.0485,38.89,165511.96722
219,035-1,Hesselager Apotek,7,Langgade 5,5874,"01Jun2012 0:00:00,000",,1083,479,1083,"Langgade 5, 5874 Denmark",55.170855,10.734611,2012-06-01,,2012,2025,2012,POINT (10.734611 55.170855),2016,22424790.45,7852160.6775,43.20,164184.82473
510,161-2,Sct. Nicolai Apotek V,7,Kvickly Storcenter Vestergade 167,5700,"01Sep2016 0:00:00,000",,1083,479,1083,"Kvickly Storcenter Vestergade 167, 5700 Denmark",55.0598,10.6068,2016-09-01,,2016,2025,2016,POINT (10.6068 55.0598),2016,22424790.45,7852160.6775,43.20,164184.82473
575,035,Svendborg Løve Apote,6,Vestergade 16,5700,01-01-1753 00:00,,1083,479,1083,"Vestergade 16, 5700 Denmark",55.059434,10.604763,1753-01-01,,1753,2025,2008,POINT (10.604763 55.059434),2016,22424790.45,7852160.6775,43.20,164184.82473
576,161,Svendborg Sct. Nicola,6,Gerritsgade 7,5700,01-01-1896 00:00,,1083,479,1083,"Gerritsgade 7, 5700 Denmark",55.058854,10.608782,1896-01-01,,1896,2025,2008,POINT (10.608782 55.058854),2016,22424790.45,7852160.6775,43.20,164184.82473
73,048,Bogense Apotek,13,Vestergade 9,5400,01-01-1799 00:00,31-OCT-2017,1083,480,1083,"Vestergade 9, 5400 Denmark",55.564572,10.088154,1799-01-01,2017-10-31,1799,2017,2008,POINT (10.088154 55.564572),2016,15304411.85,5445882.68,43.15,165777.01663
460,121,Otterup Apotek,6,Nørregade 2,5450,01-01-1871 00:00,,1083,480,1083,"Nørregade 2, 5450 Denmark",55.515298,10.39833,1871-01-01,,1871,2025,2008,POINT (10.39833 55.515298),2016,15304411.85,5445882.68,43.15,165777.01663
586,121-1,Søndersø Apotek,7,Toftekær 2,5471,"01Jun2015 0:00:00,000",,1083,480,1083,"Toftekær 2, 5471 Denmark",55.481928,10.252629,2015-06-01,,2015,2025,2015,POINT (10.252629 55.481928),2016,15304411.85,5445882.68,43.15,165777.01663
252,027-1,Humble Apotek,7,Hovedgaden 2,5932,01.09.2016,,1083,482,1083,"Hovedgaden 2, 5932 Denmark",54.826367,10.69893,2016-01-09,,2016,2025,2016,POINT (10.69893 54.826367),2016,,,49.85,131640.90704
485,027,Rudkøbing Apotek,6,Engdraget 1,5900,01-01-1753 00:00,,1083,482,1083,"Engdraget 1, 5900 Denmark",54.934778,10.715505,1753-01-01,,1753,2025,2008,POINT (10.715505 54.934778),2016,,,49.85,131640.90704
403,315,Marstal Apotek,6,Kirkestræde 23,5960,"01Jan1902 0:00:00,000",,1083,492,1083,"Kirkestræde 23, 5960 Denmark",54.853986,10.518279,1902-01-01,,1902,2025,2008,POINT (10.518279 54.853986),2016,,,51.09,134186.75439
170,286-1,Gram Apotek,7,Torvet 4,6510,25.02.2015,,1083,510,1083,"Torvet 4, 6510 Denmark",55.288534,9.048805,2015-02-25,,2015,2025,2015,POINT (9.048805 55.288534),2016,18749188.77,6566306.532,42.65,164607.36433
184,291,Haderslev Hjorte Apot,6,Bispebroen 2 A,6100,01-01-1753 00:00,,1083,510,1083,"Bispebroen 2 A, 6100 Denmark",55.25049,9.4842702,1753-01-01,,1753,2025,2008,POINT (9.484270199999999 55.25049),2016,18749188.77,6566306.532,42.65,164607.36433
186,292,Haderslev Løve Apote,13,Jomfrustien 40,6100,01-01-1802 00:00,,1083,510,1083,"Jomfrustien 40, 6100 Denmark",55.250568,9.496685,1802-01-01,,1802,2025,2008,POINT (9.496685000000001 55.2505680,2016,18749188.77,6566306.532,42.65,164607.36433
289,291-2,Jomfrustiens Apotek,7,Jomfrustien 40,6100,"05Dec2016 0:00:00,000",01-APR-2019,1083,510,1083,"Jomfrustien 40, 6100 Denmark",55.250568,9.496685,2016-12-05,2019-04-01,2016,2019,2016,POINT (9.496685000000001 55.2505680,2016,18749188.77,6566306.532,42.65,164607.36433
672,311,Vojens Apotek,6,Rådhuscentret 11A,6500,"01Jan1922 0:00:00,000",,1083,510,1083,"Rådhuscentret 11A, 6500 Denmark",55.246032,9.291409,1922-01-01,,1922,2025,2008,POINT (9.291409 55.24603199999999),2016,18749188.77,6566306.532,42.65,164607.36433
68,088-1,Billund Apotek,7,Butikstorvet 3,7190,"01Jul2015 0:00:00,000",,1083,530,1083,"Butikstorvet 3, 7190 Denmark",56.718277,10.1150323,2015-07-01,,2015,2025,2015,POINT (10.1150323 56.718277),2016,,,41.60,179873.82239
175,088,Grindsted Apotek,6,Borgergade 29,7200,01-01-1842 00:00,,1083,530,1083,"Borgergade 29, 7200 Denmark",55.756261,8.931128,1842-01-01,,1842,2025,2008,POINT (8.931127999999999 55.756261),2016,,,41.60,179873.82239
16,285-2,Apoteket Borgen,7,"Kastanie Allé 3, st., dør 30",6400,"29Sep2016 0:00:00,000",,1083,540,1083,"Kastanie Allé 3, st., dør 30, 6400 Denmark",54.9093,9.8074,2016-09-29,,2016,2025,2016,POINT (9.807399999999999 54.9093),2016,16443326.25,5765341.1325,43.44,164402.35064
51,285-1,Augustenborg Apotek,7,Storegade 41,6440,"01Dec2015 0:00:00,000",,1083,540,1083,"Storegade 41, 6440 Denmark",54.946037,9.871386,2015-12-01,,2015,2025,2015,POINT (9.871385999999999 54.946037),2016,16443326.25,5765341.1325,43.44,164402.35064
84,289-1,Broager Apotek,7,Storegade 6 A,6310,01.01.1992,,1083,540,1083,"Storegade 6 A, 6310 Denmark",54.8884033,9.6739573,1992-01-01,,1992,2025,2008,POINT (9.6739573 54.88840329999999),2016,16443326.25,5765341.1325,43.44,164402.35064
178,289,Gråsten Apotek,6,Sundsnæs 13,6300,01-01-1828 00:00,,1083,540,1083,"Sundsnæs 13, 6300 Denmark",54.910857,9.588866,1828-01-01,,1828,2025,2008,POINT (9.588866000000001 54.9108569,2016,16443326.25,5765341.1325,43.44,164402.35064
423,298-1,Nordborg Apotek,7,Storegade 28,6430,"01Feb2014 0:00:00,000",,1083,540,1083,"Storegade 28, 6430 Denmark",55.057527,9.745282,2014-02-01,,2014,2025,2014,POINT (9.745282000000001 55.057527),2016,16443326.25,5765341.1325,43.44,164402.35064
583,285,Sønderborg Jernbane,6,Jernbanegade 10,6400,01-01-1799 00:00,,1083,540,1083,"Jernbanegade 10, 6400 Denmark",54.910436,9.793249,1799-01-01,,1799,2025,2008,POINT (9.793249000000001 54.910436),2016,16443326.25,5765341.1325,43.44,164402.35064
584,298,Sønderborg Løve Apo,6,Grundtvigs Allé 179,6400,01-01-1753 00:00,,1083,540,1083,"Grundtvigs Allé 179, 6400 Denmark",54.921095,9.808285,1753-01-01,,1753,2025,2008,POINT (9.808285 54.92109499999999),2016,16443326.25,5765341.1325,43.44,164402.35064
585,298-2,Sønderborg Løve Apo,7,Perlegade 28,6400,"06Oct2016 0:00:00,000",,1083,540,1083,"Perlegade 28, 6400 Denmark",54.910969,9.791321,2016-10-06,,2016,2025,2016,POINT (9.791321 54.91096899999999),2016,16443326.25,5765341.1325,43.44,164402.35064
385,302-1,Løgumkloster Apotek,7,Østergade 5B,6240,"01Jul2010 0:00:00,000",,1083,550,1083,"Østergade 5B, 6240 Denmark",55.05874,8.9538,2010-07-01,,2010,2025,2010,POINT (8.953799999999999 55.05874),2016,14687305.92,5124399.978,43.95,152730.22283
402,302-3,Marsk Apoteket,7,Plantagevej 38,6270,"03Oct2016 0:00:00,000",,1083,550,1083,"Plantagevej 38, 6270 Denmark",54.939099,8.855148,2016-10-03,,2016,2025,2016,POINT (8.855148 54.939099),2016,14687305.92,5124399.978,43.95,152730.22283
532,295-1,Skærbæk Apotek,7,Storegade 40,6780,"01Jun2001 0:00:00,000",,1083,550,1083,"Storegade 40, 6780 Denmark",55.15857,8.762733,2001-06-01,,2001,2025,2008,POINT (8.762733000000001 55.15857),2016,14687305.92,5124399.978,43.95,152730.22283
601,295,Toftlund Apotek,6,Søndergade 2,6520,01-12-1876 00:00,,1083,550,1083,"Søndergade 2, 6520 Denmark",55.192502,9.063822,1876-01-12,,1876,2025,2008,POINT (9.063822 55.192502),2016,14687305.92,5124399.978,43.95,152730.22283
611,302,Tønder Løve Apotek,6,Storegade 28,6270,01-01-1753 00:00,,1083,550,1083,"Storegade 28, 6270 Denmark",54.935097,8.869037,1753-01-01,,1753,2025,2008,POINT (8.869036999999999 54.935097),2016,14687305.92,5124399.978,43.95,152730.22283
77,253,Bramminge Apotek,6,"Storegade 2, st.",6740,"01Jan1907 0:00:00,000",,1083,561,1083,"Storegade 2, st., 6740 Denmark",55.464728,8.702538,1907-01-01,,1907,2025,2008,POINT (8.702538000000001 55.464728),2016,21878894.583,7664988.02,41.23,177478.72583
119,363-3,Esbjerg City Nord Apo,7,Stormgade 157,6715,"01Oct2016 0:00:00,000",,1083,561,1083,"Stormgade 157, 6715 Denmark",55.511099,8.456387,2016-10-01,,2016,2025,2016,POINT (8.456386999999999 55.511099),2016,21878894.583,7664988.02,41.23,177478.72583
120,363,Esbjerg Jerne Apotek,6,Strandby Kirkevej 80,6705,"01Jan1967 0:00:00,000",,1083,561,1083,"Strandby Kirkevej 80, 6705 Denmark",55.478814,8.480168,1967-01-01,,1967,2025,2008,POINT (8.480167999999999 55.478814),2016,21878894.583,7664988.02,41.23,177478.72583
121,158,Esbjerg Krone Apotek,6,Kongensgade 36,6700,"01Jan1929 0:00:00,000",,1083,561,1083,"Kongensgade 36, 6700 Denmark",55.465863,8.452508,1929-01-01,,1929,2025,2008,POINT (8.452508 55.465863),2016,21878894.583,7664988.02,41.23,177478.72583
123,233,Esbjerg Neptun Apotek,6,Stormgade 2,6700,"01Jan1910 0:00:00,000",,1083,561,1083,"Stormgade 2, 6700 Denmark",55.466783,8.442996,1910-01-01,,1910,2025,2008,POINT (8.442996000000001 55.4667829,2016,21878894.583,7664988.02,41.23,177478.72583
229,363-2,Hjerting Apotek,7,Havbakken 2,6710,"01Dec2015 0:00:00,000",,1083,561,1083,"Havbakken 2, 6710 Denmark",55.516755,8.372004,2015-12-01,,2015,2025,2015,POINT (8.372003999999999 55.516755),2016,21878894.583,7664988.02,41.23,177478.72583
414,008-1,Neptun Apotek Ribe,7,Seminarievej 1,6760,"24Nov2016 0:00:00,000",,1083,561,1083,"Seminarievej 1, 6760 Denmark",55.331363,8.768608,2016-11-24,,2016,2025,2016,POINT (8.768608 55.331363),2016,21878894.583,7664988.02,41.23,177478.72583
415,233-1,Neptun Apotek Sæddin,7,Sædding Center,6710,21.03.2014,,1083,561,1083,"Sædding Center, 6710 Denmark",55.4996774,8.4007349,2014-03-21,,2014,2025,2014,POINT (8.4007349 55.4996774),2016,21878894.583,7664988.02,41.23,177478.72583
475,008,Ribe Apotek,13,J. Lauritzens Plads 14-16,6760,01-01-1753 00:00,,1083,561,1083,"J. Lauritzens Plads 14-16, 6760 Denmark",55.3311167,8.7683738,1753-01-01,,1753,2025,2008,POINT (8.768373800000001 55.3311167,2016,21878894.583,7664988.02,41.23,177478.72583
127,363-1,Fanø Apotek,7,Hovedgaden 64,6720,01.03.2008,,1083,563,1083,"Hovedgaden 64, 6720 Denmark",55.444787,8.403412,2008-01-03,,2008,2025,2008,POINT (8.403411999999999 55.444787),2016,,,48.57,168058.67564
444,124,Nørre-Nebel Apotek,13,Bredgade 12,6830,"01Mar2003 0:00:00,000",,1083,573,1083,"Bredgade 12, 6830 Denmark",55.779635,8.286604,2003-03-01,,2003,2025,2008,POINT (8.286603999999999 55.779635),2016,26046004.35,9362593.26,42.32,170274.24507
636,051,Varde Apotek,6,Vestergade 3,6800,01-01-1800 00:00,,1083,573,1083,"Vestergade 3, 6800 Denmark",55.620822,8.47965,1800-01-01,,1800,2025,2008,POINT (8.479649999999999 55.620822),2016,26046004.35,9362593.26,42.32,170274.24507
681,098-1,Ølgod Apotek,7,Torvet 4,6870,"01Oct2010 0:00:00,000",,1083,573,1083,"Torvet 4, 6870 Denmark",55.807494,8.619919,2010-10-01,,2010,2025,2010,POINT (8.619918999999999 55.8074939,2016,26046004.35,9362593.26,42.32,170274.24507
95,253-1,Brørup Apotek,7,Søndergade 17,6650,01.01.1992,,1083,575,1083,"Søndergade 17, 6650 Denmark",55.481467,9.018186,1992-01-01,,1992,2025,2008,POINT (9.018186 55.481467),2016,16598847.713,5908706.2725,41.59,170332.78408
239,253-2,Holsted Apotek,7,Søndergade 16,6670,"01Jun2005 0:00:00,000",,1083,575,1083,"Søndergade 16, 6670 Denmark",55.509966,8.916999,2005-06-01,,2005,2025,2008,POINT (8.916999000000001 55.5099660,2016,16598847.713,5908706.2725,41.59,170332.78408
494,286,Rødding Apotek,6,Kongevej 2,6630,01-01-1839 00:00,,1083,575,1083,"Kongevej 2, 6630 Denmark",55.369002,9.059565,1839-01-01,,1839,2025,2008,POINT (9.059564999999999 55.369002),2016,16598847.713,5908706.2725,41.59,170332.78408
638,200,Vejen Apotek,6,Mindevej 1,6600,"01Jan1906 0:00:00,000",,1083,575,1083,"Mindevej 1, 6600 Denmark",55.474884,9.138007,1906-01-01,,1906,2025,2008,POINT (9.138007 55.474884),2016,16598847.713,5908706.2725,41.59,170332.78408
462,301-1,Padborg Apotek,7,Bovvej 9,6330,01.01.1992,,1083,580,1083,"Bovvej 9, 6330 Denmark",54.82629,9.362908,1992-01-01,,1992,2025,2008,POINT (9.362908000000001 54.82629),2016,20171037.51,7100404.59,43.11,162905.96382
495,287-1,Rødekro Apotek,7,Østergade 6,6230,"05Oct2015 0:00:00,000",,1083,580,1083,"Østergade 6, 6230 Denmark",55.06998,9.336114,2015-10-05,,2015,2025,2015,POINT (9.336114 55.06998000000001),2016,20171037.51,7100404.59,43.11,162905.96382
600,301,Tinglev Apotek,6,Jernbanegade 1,6360,01-01-1897 00:00,,1083,580,1083,"Jernbanegade 1, 6360 Denmark",54.936593,9.257234,1897-01-01,,1897,2025,2008,POINT (9.257234 54.936593),2016,20171037.51,7100404.59,43.11,162905.96382
692,288,Aabenraa Løve Apotek,6,Madevej 9,6200,01-01-1753 00:00,,1083,580,1083,"Madevej 9, 6200 Denmark",55.043839,9.42051,1753-01-01,,1753,2025,2008,POINT (9.42051 55.043839),2016,20171037.51,7100404.59,43.11,162905.96382
693,287,Aabenraa Svane Apotek,6,Opnørplads 1-3,6200,01-01-1851 00:00,,1083,580,1083,"Opnørplads 1-3, 6200 Denmark",55.0433499,9.4227116,1851-01-01,,1851,2025,2008,POINT (9.4227116 55.0433499),2016,20171037.51,7100404.59,43.11,162905.96382
141,223,Fredericia Krone Apot,13,Prinsessegade 45-49,7000,"01Jan1907 0:00:00,000",,1083,607,1083,"Prinsessegade 45-49, 7000 Denmark",55.5686138,9.7577204,1907-01-01,,1907,2025,2008,POINT (9.7577204 55.56861379999999),2016,17973440.58,6231986.706,41.54,182603.53196
142,015-2,Fredericia Løve Apot,7,Venusvej 10 B,7000,"01Jul2015 0:00:00,000",,1083,607,1083,"Venusvej 10 B, 7000 Denmark",55.5672145,9.7242483,2015-07-01,,2015,2025,2015,POINT (9.724248300000001 55.5672145,2016,17973440.58,6231986.706,41.54,182603.53196
392,015-1,Løve Apoteket Centru,7,Jyllandsgade 23,7000,01-01-1753 00:00,,1083,607,1083,"Jyllandsgade 23, 7000 Denmark",55.565725,9.75506,1753-01-01,,1753,2025,2008,POINT (9.75506 55.565725),2016,17973440.58,6231986.706,41.54,182603.53196
393,015,Løve Apoteket Lilleb,6,Strevelinsvej 11,7000,"01Feb2016 0:00:00,000",,1083,607,1083,"Strevelinsvej 11, 7000 Denmark",55.535377,9.717685,2016-02-01,,2016,2025,2016,POINT (9.717685000000001 55.535377),2016,17973440.58,6231986.706,41.54,182603.53196
647,223-1,Vesterbrogades Apotek,7,Vesterbrogade 20,7000,"22Aug2016 0:00:00,000",,1083,607,1083,"Vesterbrogade 20, 7000 Denmark",55.569168,9.747069,2016-08-22,,2016,2025,2016,POINT (9.747069 55.569168),2016,17973440.58,6231986.706,41.54,182603.53196
62,019-1,Bankager Apotek,7,Bankagervej 111,8700,"01Jul2015 0:00:00,000",,1082,615,1082,"Bankagervej 111, 8700 Denmark",55.836272,9.832942,2015-07-01,,2015,2025,2015,POINT (9.832941999999999 55.8362719,2016,28655279.31,9980059.422,39.60,177584.35662
247,166,Horsens Løve Apotek,6,Nørretorv 2,8700,01-01-1897 00:00,,1082,615,1082,"Nørretorv 2, 8700 Denmark",55.868006,9.845432,1897-01-01,,1897,2025,2008,POINT (9.845432000000001 55.8680060,2016,28655279.31,9980059.422,39.60,177584.35662
248,118,Horsens Svane Apotek,6,Grønlandsvej 1 D,8700,01-01-1870 00:00,,1082,615,1082,"Grønlandsvej 1 D, 8700 Denmark",55.8555396,9.8694629,1870-01-01,,1870,2025,2008,POINT (9.8694629 55.85553960000001),2016,28655279.31,9980059.422,39.60,177584.35662
249,019,Horsens Søndergades,6,Søndergade 12,8700,01-01-1753 00:00,,1082,615,1082,"Søndergade 12, 8700 Denmark",55.861753,9.846627,1753-01-01,,1753,2025,2008,POINT (9.846627 55.861753),2016,28655279.31,9980059.422,39.60,177584.35662
307,101,Kløver Apoteket Bræ,6,Søndergade 32,8740,01-01-1856 00:00,,1082,615,1082,"Søndergade 32, 8740 Denmark",55.969331,9.611604,1856-01-01,,1856,2025,2008,POINT (9.611604 55.969331),2016,28655279.31,9980059.422,39.60,177584.35662
101,291-1,Christiansfeld Apotek,7,Lindegade 35 C,6070,01.06.2008,,1083,621,1083,"Lindegade 35 C, 6070 Denmark",55.3555418,9.4845718,2008-01-06,,2008,2025,2008,POINT (9.484571800000001 55.3555418,2016,30140391.24,10469055.126,40.15,186168.39417
310,005,Kolding Løve Apotek,6,"Sundhedshuset, Jernbanegade 26",6000,01-01-1753 00:00,,1083,621,1083,"Sundhedshuset, Jernbanegade 26, 6000 Denmark",55.4904,9.4722,1753-01-01,,1753,2025,2008,POINT (9.472200000000001 55.4904),2016,30140391.24,10469055.126,40.15,186168.39417
311,005-1,Kolding Løve Apotek,7,"Kolding Storcenter, Skovvangen 42",6000,"01Jul2015 0:00:00,000",,1083,621,1083,"Kolding Storcenter, Skovvangen 42, 6000 Denmark",55.4904,9.4722,2015-07-01,,2015,2025,2015,POINT (9.472200000000001 55.4904),2016,30140391.24,10469055.126,40.15,186168.39417
625,304,Ulve Apoteket - Koldi,6,Søndergade 7,6000,"01Jan1921 0:00:00,000",,1083,621,1083,"Søndergade 7, 6000 Denmark",55.4884032,9.4731474,1921-01-01,,1921,2025,2008,POINT (9.4731474 55.4884032),2016,30140391.24,10469055.126,40.15,186168.39417
633,286-2,Vamdrup Apotek,7,Torvet 6,6580,25.02.2015,,1083,621,1083,"Torvet 6, 6580 Denmark",55.425942,9.283247,2015-02-25,,2015,2025,2015,POINT (9.283246999999999 55.4259420,2016,30140391.24,10469055.126,40.15,186168.39417
97,276,Børkop Apotek,13,Ny Boder 16,7080,"01Jan1907 0:00:00,000",,1083,630,1083,"Ny Boder 16, 7080 Denmark",55.641515,9.650983,1907-01-01,,1907,2025,2008,POINT (9.650983 55.64151500000001),2016,21114255.206,7397238.4163,40.41,190108.98176
113,122,Egtved Apotek,13,Aftensang 10,6040,01-01-1871 00:00,,1083,630,1083,"Aftensang 10, 6040 Denmark",55.6193992,9.3069804,1871-01-01,,1871,2025,2008,POINT (9.3069804 55.61939920000001),2016,21114255.206,7397238.4163,40.41,190108.98176
162,115,Give Apotek,6,Østergade 8-14,7323,01-01-1869 00:00,,1083,630,1083,"Østergade 8-14, 7323 Denmark",55.8463179,9.2395159,1869-01-01,,1869,2025,2008,POINT (9.239515900000001 55.8463179,2016,21114255.206,7397238.4163,40.41,190108.98176
204,156-3,Havne Apoteket,7,Windfeld Hansensgade 2,7100,"01Sep2016 0:00:00,000",,1083,630,1083,"Windfeld Hansensgade 2, 7100 Denmark",55.7093,9.5357,2016-09-01,,2016,2025,2016,POINT (9.5357 55.7093),2016,21114255.206,7397238.4163,40.41,190108.98176
285,115-2,Jelling Apotek,7,Gorms Torv 5,7300,"01Dec2016 0:00:00,000",,1083,630,1083,"Gorms Torv 5, 7300 Denmark",55.7559,9.4258,2016-12-01,,2016,2025,2016,POINT (9.425800000000001 55.7559),2016,21114255.206,7397238.4163,40.41,190108.98176
641,234,Vejle Gorms Apotek,6,Vestergade 29,7100,"01Jan1910 0:00:00,000",,1083,630,1083,"Vestergade 29, 7100 Denmark",55.7138989,9.5369305,1910-01-01,,1910,2025,2008,POINT (9.536930499999999 55.7138989,2016,21114255.206,7397238.4163,40.41,190108.98176
642,036,Vejle Løve Apotek,6,Søndergade 29,7100,01-01-1753 00:00,,1083,630,1083,"Søndergade 29, 7100 Denmark",55.706083,9.532766,1753-01-01,,1753,2025,2008,POINT (9.532766000000001 55.7060829,2016,21114255.206,7397238.4163,40.41,190108.98176
643,271,Vejle St. Thomas Apot,6,Nørretorv 1 B,7100,"01Jan1917 0:00:00,000",,1083,630,1083,"Nørretorv 1 B, 7100 Denmark",55.7113367,9.5366483,1917-01-01,,1917,2025,2008,POINT (9.536648300000001 55.7113367,2016,21114255.206,7397238.4163,40.41,190108.98176
25,281-1,Apoteket HerningCentr,7,"Merkurvej 1D,st.109, HerningCentr",7400,"01Jul2015 0:00:00,000",,1082,657,1082,"Merkurvej 1D,st.109, HerningCentret, 7400 Denma",56.1393,8.9738,2015-07-01,,2015,2025,2015,POINT (8.973800000000001 56.1393),2016,20551005.343,7146723.6514,40.27,174866.40863
33,281-2,Apoteket Porshøj,7,Porsvænget 4,7400,"03Aug2015 0:00:00,000",,1082,657,1082,"Porsvænget 4, 7400 Denmark",56.1444239,8.957385,2015-08-03,,2015,2025,2015,POINT (8.957385 56.14442389999999),2016,20551005.343,7146723.6514,40.27,174866.40863
53,246-2,Aulum Apotek,7,Skolegade 2,7490,"01Oct2016 0:00:00,000",,1082,657,1082,"Skolegade 2, 7490 Denmark",56.265671,8.79712,2016-10-01,,2016,2025,2016,POINT (8.79712 56.265671),2016,20551005.343,7146723.6514,40.27,174866.40863
217,078,Herning Løve Apotek,6,Bredgade 45,7400,01-01-1832 00:00,,1082,657,1082,"Bredgade 45, 7400 Denmark",56.136107,8.969861,1832-01-01,,1832,2025,2008,POINT (8.969861 56.136107),2016,20551005.343,7146723.6514,40.27,174866.40863
218,281,Herning Østergades A,6,Østergade 5,7400,"15Sep1920 0:00:00,000",,1082,657,1082,"Østergade 5, 7400 Denmark",56.136348,8.976014,1920-09-15,,1920,2025,2008,POINT (8.976013999999999 56.136348),2016,20551005.343,7146723.6514,40.27,174866.40863
599,078-1,Tinghus Apoteket,7,Østergade 13,7400,"01Jul2015 0:00:00,000",01-APR-2020,1082,657,1082,"Østergade 13, 7400 Denmark",56.136066,8.978051,2015-07-01,2020-04-01,2015,2020,2015,POINT (8.978050999999999 56.1360660,2016,20551005.343,7146723.6514,40.27,174866.40863
661,246,Vildbjerg Apotek,6,Søndergade 7,7480,"01Jan1914 0:00:00,000",,1082,657,1082,"Søndergade 7, 7480 Denmark",56.196415,8.766971,1914-01-01,,1914,2025,2008,POINT (8.766971 56.196415),2016,20551005.343,7146723.6514,40.27,174866.40863
237,030,Holstebro Løveapotek,6,Store Torv 8,7500,01-01-1753 00:00,,1082,661,1082,"Store Torv 8, 7500 Denmark",56.357962,8.617337,1753-01-01,,1753,2025,2008,POINT (8.617336999999999 56.357962),2016,21553246.388,7613725.0275,40.75,172421.03144
238,275,Holstebro Svane Apote,6,Nørregade 51,7500,"01Jan1917 0:00:00,000",,1082,661,1082,"Nørregade 51, 7500 Denmark",56.361775,8.618734,1917-01-01,,1917,2025,2008,POINT (8.618734 56.361775),2016,21553246.388,7613725.0275,40.75,172421.03144
621,120,Ulfborg Apotek,13,Bredgade 9,6990,01-01-1871 00:00,,1082,661,1082,"Bredgade 9, 6990 Denmark",56.272171,8.322184,1871-01-01,,1871,2025,2008,POINT (8.322184 56.27217099999999),2016,21553246.388,7613725.0275,40.75,172421.03144
663,275-1,Vinderup Apotek,7,Søndergade 7,7830,"01Sep2012 0:00:00,000",,1082,661,1082,"Søndergade 7, 7830 Denmark",56.481101,8.779355,2012-09-01,,2012,2025,2012,POINT (8.779355000000001 56.481101),2016,21553246.388,7613725.0275,40.75,172421.03144
98,120-1,Bøvlingbjerg Apotek,7,"Fårevej 143, Lejlighed 1",7650,02.03.2009,,1082,665,1082,"Fårevej 143, Lejlighed 1, 7650 Denmark",56.438621,8.20251,2009-02-03,,2009,2025,2009,POINT (8.20251 56.438621),2016,,,44.74,172085.2748
